1,7382860800,4508100,7378352700
1,7259549300,3425000,7256124300
1,7612100700,2591900,7609508800
1,7621717000,2625200,7619091800
1,7632080800,2622800,7629458000
1,7623933100,2725600,7621207500
1,7629319700,2624800,7626694900
1,7613126700,2620600,7610506100
1,7612243800,2574200,7609669600
1,7612605900,2602200,7610003700
1,7613438000,4077100,7609360900
1,7610317200,2599300,7607717900
1,7617339900,2630500,7614709400
1,7611888000,2612900,7609275100
1,7615966700,2625000,7613341700
1,7612569800,2541300,7610028500
1,7611437700,2725000,7608712700
1,7611775500,2600700,7609174800
1,7611263000,2616800,7608646200
1,7614456400,2588200,7611868200
1,7801883000,2740400,7799142600
1,7752739600,2816100,7749923500
1,7670316300,2807000,7667509300
1,7694084000,2753000,7691331000
1,7655645800,2679400,7652966400
1,7653895900,2639400,7651256500
1,7655111700,2711200,7652400500
1,7665354200,2671400,7662682800
1,7683044500,2682000,7680362500
1,7684388000,2754100,7681633900
1,7665551800,2677200,7662874600
1,7653880000,2682100,7651197900
1,7640643300,2645700,7637997600
1,7640290700,2743200,7637547500
1,7645453700,2704900,7642748800
1,7647583900,2710300,7644873600
1,7644360600,2681600,7641679000
1,7640262100,2687200,7637574900
1,7642588400,2644900,7639943500
1,7648467700,2629400,7645838300
1,7640627800,2669700,7637958100
1,7651686300,2624000,7649062300
1,7647842600,2734900,7645107700
1,7655879000,2687800,7653191200
1,7654975800,2874000,7652101800
1,7638750300,2682400,7636067900
1,7636089000,2710200,7633378800
1,7632670700,2642400,7630028300
1,7644073700,2678700,7641395000
1,7667098000,2663900,7664434100
1,7662524400,2728700,7659795700
1,7644540800,2705300,7641835500
1,7639078600,2753600,7636325000
1,7634560400,2642800,7631917600
1,7635638500,2692600,7632945900
1,7650447100,2657700,7647789400
1,7668996200,2634100,7666362100
1,7655870500,2672100,7653198400
1,7637543300,2690400,7634852900
1,7624231400,2610200,7621621200
1,7625036500,2684500,7622352000
1,7628321500,2832200,7625489300
1,7619252100,2617200,7616634900
1,7621962300,2645900,7619316400
1,7629270000,2693000,7626577000
1,7626958700,2660200,7624298500
1,7627016600,2604600,7624412000
1,7631571600,2656100,7628915500
1,7624464400,2618400,7621846000
1,7621099600,2669400,7618430200
1,7624352900,2616400,7621736500
1,7619854800,2596000,7617258800
1,7619164700,2565000,7616599700
1,7619229600,2625700,7616603900
1,7619104800,2608900,7616495900
1,7619049700,2570200,7616479500
1,7621795700,2609300,7619186400
1,7624318400,2583000,7621735400
1,7623063600,2570300,7620493300
1,7621400100,2591200,7618808900
1,7620782600,2620700,7618161900
1,7620497700,2671500,7617826200
1,7619177000,2596200,7616580800
1,7621139500,2604900,7618534600
1,7619993900,2625600,7617368300
1,7618977200,2633300,7616343900
1,7623725300,3553500,7620171800
1,7621873000,2648900,7619224100
1,7625182900,2644000,7622538900
1,7624693800,2724900,7621968900
1,7623037600,2669500,7620368100
1,7627123300,2601300,7624522000
1,7624074500,2625700,7621448800
1,7619364900,2630400,7616734500
1,7622950300,2659800,7620290500
1,7624783000,2592500,7622190500
1,7623701400,2613500,7621087900
1,7627768100,2628500,7625139600
1,7626091900,2634200,7623457700
1,7627272700,2672000,7624600700
1,7622157300,2614500,7619542800
1,7623069600,2586100,7620483500
1,7624112500,2604900,7621507600
1,7620536400,2565200,7617971200
1,7623849400,2633700,7621215700
1,7627724500,2591100,7625133400
1,7620270700,2628400,7617642300
1,7623715500,2586500,7621129000
1,7618864500,2654900,7616209600
1,7621207600,2643700,7618563900
1,7620830700,2591400,7618239300
1,7625208000,2579500,7622628500
1,7622219400,2603800,7619615600
1,7621599100,2595000,7619004100
1,7627503700,2642700,7624861000
1,7622246700,2636600,7619610100
1,7621325800,2650700,7618675100
1,7622727800,2597300,7620130500
1,7621304900,2623600,7618681300
1,7629454200,2611100,7626843100
1,7641380500,2658800,7638721700
1,7613805400,2572700,7611232700
1,7612089000,2620700,7609468300
1,7634085300,2687400,7631397900
1,7611044700,2718900,7608325800
1,7618359000,2688300,7615670700
1,7614310400,2663200,7611647200
1,7613102600,2647000,7610455600
1,7616311200,2598500,7613712700
1,7612731200,2580000,7610151200
1,7610703800,2613800,7608090000
1,7609765000,2583700,7607181300
1,7615383600,2586600,7612797000
1,7613276800,2566700,7610710100
1,7612182000,2614500,7609567500
1,7612654900,2587000,7610067900
1,7613306300,2597000,7610709300
1,7614701700,2721800,7611979900
1,7618582900,2792800,7615790100
1,7611935600,2620700,7609314900
1,7611346600,2663300,7608683300
1,7613385500,2570300,7610815200
1,7611353300,2609700,7608743600
1,7611023800,2604600,7608419200
1,7612924500,2618300,7610306200
1,7615004100,2643700,7612360400
1,7613548900,2594300,7610954600
1,7608658800,2634600,7606024200
1,7613759900,2632100,7611127800
1,7614448600,2578000,7611870600
1,7615076100,2591700,7612484400
1,7614030400,2590900,7611439500
1,7615662200,2624800,7613037400
1,7615678800,2597600,7613081200
1,7616106300,2643400,7613462900
1,7611380300,2602100,7608778200
1,7611829300,2585400,7609243900
1,7619613000,2591700,7617021300
1,7615498100,2590800,7612907300
1,7614771800,2561300,7612210500
1,7613255700,2649800,7610605900
1,7611237500,2603500,7608634000
1,7612512700,2578400,7609934300
1,7619194700,2635500,7616559200
1,7617187100,2679900,7614507200
1,7615820500,2631900,7613188600
1,7612011600,2628100,7609383500
1,7615783500,2590800,7613192700
1,7613550100,2573500,7610976600
1,7614287500,2636300,7611651200
1,7613983800,2586900,7611396900
1,7617335600,2613300,7614722300
1,7620526900,2638200,7617888700
1,7623115900,2746400,7620369500
1,7619121900,2688200,7616433700
1,7620392700,2672600,7617720100
1,7618416300,2679300,7615737000
1,7620332200,2704500,7617627700
1,7621524400,2638300,7618886100
1,7618560100,2611200,7615948900
1,7617970400,2570800,7615399600
1,7618126900,2599000,7615527900
1,7615210300,2571000,7612639300
1,7617930200,2630700,7615299500
1,7618582400,2579800,7616002600
1,7609668200,2594100,7607074100
1,7613972000,2586000,7611386000
1,7614086700,2610300,7611476400
1,7612852700,2610600,7610242100
1,7613517700,2618300,7610899400
1,7613681900,2690600,7610991300
1,7614089300,2620900,7611468400
1,7613767200,2653700,7611113500
1,7609926500,2598000,7607328500
1,7613848000,2677600,7611170400
1,7610355700,2650900,7607704800
1,7618908200,2703500,7616204700
1,7612378300,2777700,7609600600
1,7613308300,2750400,7610557900
1,7616040800,2632300,7613408500
1,7614374000,2619200,7611754800
1,7612551500,2586000,7609965500
1,7612070500,2623800,7609446700
1,7611175000,2609900,7608565100
1,7614816200,2618500,7612197700
1,7613788400,2603400,7611185000
1,7614156800,2624800,7611532000
1,7613527900,2656000,7610871900
1,7610474500,2586700,7607887800
1,7615285900,2620300,7612665600
1,7612105100,2613200,7609491900
1,7613722900,2598900,7611124000
1,7614436100,2616800,7611819300
1,7610618900,2583600,7608035300
1,7612951300,2631800,7610319500
1,7614724400,2682100,7612042300
1,7613645800,2664200,7610981600
1,7612745400,2735500,7610009900
1,7611085000,2628400,7608456600
1,7616049100,2596000,7613453100
1,7622684300,2639300,7620045000
1,7618621200,2629000,7615992200
1,7615427000,2579000,7612848000
1,7612810200,2664700,7610145500
1,7613987200,2613700,7611373500
1,7613285700,2611900,7610673800
1,7615534600,2580200,7612954400
1,7614437300,2622800,7611814500
1,7615551900,2594600,7612957300
