100000,BubbleSort,0,16078799928
100000,BubbleSort,0,15726209850
100000,BubbleSort,0,15481292791
100000,BubbleSort,0,15183813685
100000,BubbleSort,0,15182513402
100000,BubbleSort,1,15389497726
100000,BubbleSort,1,15174542351
100000,BubbleSort,1,15990556107
100000,BubbleSort,1,15891588315
100000,BubbleSort,1,15874261895
100000,BubbleSort,2,4005898103
100000,BubbleSort,2,3996682257
100000,BubbleSort,2,3990958316
100000,BubbleSort,2,3988592211
100000,BubbleSort,2,4016675637
100000,BubbleSort,3,1768886984
100000,BubbleSort,3,1797505085
100000,BubbleSort,3,1787770280
100000,BubbleSort,3,1797836090
100000,BubbleSort,3,1769888979
100000,BubbleSort,4,1068825530
100000,BubbleSort,4,1052144442
100000,BubbleSort,4,1049471066
100000,BubbleSort,4,1061087658
100000,BubbleSort,4,1054610617
100000,OddEvenSort,0,7446779794
100000,OddEvenSort,0,7377654371
100000,OddEvenSort,0,7493904962
100000,OddEvenSort,0,7464193455
100000,OddEvenSort,0,7465520040
100000,OddEvenSort,1,10135641941
100000,OddEvenSort,1,10125018362
100000,OddEvenSort,1,11082509617
100000,OddEvenSort,1,9920732430
100000,OddEvenSort,1,9920104741
100000,OddEvenSort,2,6624539817
100000,OddEvenSort,2,6667026431
100000,OddEvenSort,2,6576251002
100000,OddEvenSort,2,6644175571
100000,OddEvenSort,2,6577503815
100000,OddEvenSort,3,5689835594
100000,OddEvenSort,3,5649837288
100000,OddEvenSort,3,5652938531
100000,OddEvenSort,3,5685486028
100000,OddEvenSort,3,5705395054
100000,OddEvenSort,4,9756955746
100000,OddEvenSort,4,10042607534
100000,OddEvenSort,4,10043645771
100000,OddEvenSort,4,9870462720
100000,OddEvenSort,4,9989117264
100000,RankSort,0,21473965466
100000,RankSort,0,20703503324
100000,RankSort,0,23440819146
100000,RankSort,0,23436190535
100000,RankSort,0,23422888772
100000,RankSort,1,20257374313
100000,RankSort,1,20419044051
100000,RankSort,1,20406919406
100000,RankSort,1,20423766639
100000,RankSort,1,20447574911
100000,RankSort,2,5204761910
100000,RankSort,2,5199824106
100000,RankSort,2,5183245333
100000,RankSort,2,5195929030
100000,RankSort,2,5187774835
100000,RankSort,3,2331864447
100000,RankSort,3,2328985477
100000,RankSort,3,2331107179
100000,RankSort,3,2372853843
100000,RankSort,3,2333629805
100000,RankSort,4,1352678282
100000,RankSort,4,1343855344
100000,RankSort,4,1346071983
100000,RankSort,4,1352126287
100000,RankSort,4,1496738707
100000,CountingSort,0,1967103
100000,CountingSort,0,769137
100000,CountingSort,0,511261
100000,CountingSort,0,525695
100000,CountingSort,0,514789
100000,CountingSort,1,56403559
100000,CountingSort,1,1290019
100000,CountingSort,1,1079614
100000,CountingSort,1,1090198
100000,CountingSort,1,1085066
100000,CountingSort,2,1246078
100000,CountingSort,2,851246
100000,CountingSort,2,817889
100000,CountingSort,2,702423
100000,CountingSort,2,759514
100000,CountingSort,3,1031823
100000,CountingSort,3,1120668
100000,CountingSort,3,874981
100000,CountingSort,3,977618
100000,CountingSort,3,826228
100000,CountingSort,4,933997
100000,CountingSort,4,821096
100000,CountingSort,4,802494
100000,CountingSort,4,848680
100000,CountingSort,4,951638
100000,BitonicSort,0,41233479
100000,BitonicSort,0,29750316
100000,BitonicSort,0,29512006
100000,BitonicSort,0,29702205
100000,BitonicSort,0,28914145
100000,BitonicSort,1,34626860
100000,BitonicSort,1,30429004
100000,BitonicSort,1,32527932
100000,BitonicSort,1,33770161
100000,BitonicSort,1,30654164
100000,BitonicSort,2,17977203
100000,BitonicSort,2,14615198
100000,BitonicSort,2,14527956
100000,BitonicSort,2,14903222
100000,BitonicSort,2,14810208
100000,BitonicSort,3,11468089
100000,BitonicSort,3,10028924
100000,BitonicSort,3,10492395
100000,BitonicSort,3,9919873
100000,BitonicSort,3,10592466
100000,BitonicSort,4,9036231
100000,BitonicSort,4,14521862
100000,BitonicSort,4,15302545
100000,BitonicSort,4,9109360
100000,BitonicSort,4,8808185
100000,QuickSort,0,18824601
100000,QuickSort,0,12005329
100000,QuickSort,0,11974860
100000,QuickSort,0,12348522
100000,QuickSort,0,12353654
100000,QuickSort,1,12988400
100000,QuickSort,1,12488365
100000,QuickSort,1,12313882
100000,QuickSort,1,12078137
100000,QuickSort,1,13034266
100000,QuickSort,2,7572370
100000,QuickSort,2,5107156
100000,QuickSort,2,5394861
100000,QuickSort,2,5064818
100000,QuickSort,2,4941012
100000,QuickSort,3,4522445
100000,QuickSort,3,4131142
100000,QuickSort,3,3159298
100000,QuickSort,3,4148783
100000,QuickSort,3,3133638
100000,QuickSort,4,3698783
100000,QuickSort,4,2495043
100000,QuickSort,4,2578756
100000,QuickSort,4,2566568
100000,QuickSort,4,2814180
100000,RadixSort,0,8109290
100000,RadixSort,0,1410938
100000,RadixSort,0,1383035
100000,RadixSort,0,1698002
100000,RadixSort,0,1683568
100000,RadixSort,1,7406868
100000,RadixSort,1,1174553
100000,RadixSort,1,4498711
100000,RadixSort,1,820134
100000,RadixSort,1,874981
100000,RadixSort,2,1530896
100000,RadixSort,2,1083142
100000,RadixSort,2,958695
100000,RadixSort,2,1600497
100000,RadixSort,2,1101424
100000,RadixSort,3,1038879
100000,RadixSort,3,1007767
100000,RadixSort,3,1367639
100000,RadixSort,3,1124518
100000,RadixSort,3,1039842
100000,RadixSort,4,3260651
100000,RadixSort,4,1003277
100000,RadixSort,4,1083783
100000,RadixSort,4,1464502
100000,RadixSort,4,1136385
100000,MergeSort,0,16764482
100000,MergeSort,0,9424649
100000,MergeSort,0,9586302
100000,MergeSort,0,10061639
100000,MergeSort,0,9644677
100000,MergeSort,1,10661746
100000,MergeSort,1,9888119
100000,MergeSort,1,9543002
100000,MergeSort,1,9908326
100000,MergeSort,1,10989864
100000,MergeSort,2,7301985
100000,MergeSort,2,6212109
100000,MergeSort,2,5774618
100000,MergeSort,2,5330392
100000,MergeSort,2,5264961
100000,MergeSort,3,5296715
100000,MergeSort,3,3814891
100000,MergeSort,3,3844400
100000,MergeSort,3,4011826
100000,MergeSort,3,5632530
100000,MergeSort,4,5674868
100000,MergeSort,4,6070020
100000,MergeSort,4,5412181
100000,MergeSort,4,5470877
100000,MergeSort,4,5267527
